date, value
2012-02-24,12982.9500
2012-02-27,12981.5100
2012-02-28,13005.1200
2012-02-29,12952.0700
2012-03-01,12980.3000
2012-03-02,12977.5700
2012-03-05,12962.8100
2012-03-06,12759.1500
2012-03-07,12837.3300
2012-03-08,12907.9400
2012-03-09,12922.0200
2012-03-12,12959.7100
2012-03-13,13177.6800
2012-03-14,13194.1000
2012-03-15,13252.7600
2012-03-16,13232.6200
2012-03-19,13239.1300
2012-03-20,13170.1900
2012-03-21,13124.6200
2012-03-22,13046.1400
2012-03-23,13080.7300
2012-03-26,13241.6300
2012-03-27,13197.7300
2012-03-28,13126.2100
2012-03-29,13145.8200
2012-03-30,13212.0400
2012-04-02,13264.4900
2012-04-03,13199.5500
2012-04-04,13074.7500
2012-04-05,13060.1400
2012-04-09,12929.5900
2012-04-10,12715.9300
2012-04-11,12805.3900
2012-04-12,12986.5800
2012-04-13,12849.5900
2012-04-16,12921.4100
2012-04-17,13115.5400
2012-04-18,13032.7500
2012-04-19,12964.1000
2012-04-20,13029.2600
2012-04-23,12927.1700
2012-04-24,13001.5600
2012-04-25,13090.7200
2012-04-26,13204.6200
2012-04-27,13228.3100
2012-04-30,13213.6300
2012-05-01,13279.3200
2012-05-02,13268.5700
2012-05-03,13206.5900
2012-05-04,13038.2700
2012-05-07,13008.5300
2012-05-08,12932.0900
2012-05-09,12835.0600
2012-05-10,12855.0400
2012-05-11,12820.6000
2012-05-14,12695.3500
2012-05-15,12632.0000
2012-05-16,12598.5500
2012-05-17,12442.4900
2012-05-18,12369.3800
2012-05-21,12504.4800
2012-05-22,12502.8100
2012-05-23,12496.1500
2012-05-24,12529.7500
2012-05-25,12454.8300
2012-05-29,12580.6900
2012-05-30,12419.8600
2012-05-31,12393.4500
2012-06-01,12118.5700
2012-06-04,12101.4600
2012-06-05,12127.9500
2012-06-06,12414.7900
2012-06-07,12460.9600
2012-06-08,12554.2000
2012-06-11,12411.2300
2012-06-12,12573.8000
2012-06-13,12496.3800
2012-06-14,12651.9100
2012-06-15,12767.1700
2012-06-18,12741.8200
2012-06-19,12837.3300
2012-06-20,12824.3900
2012-06-21,12573.5700
2012-06-22,12640.7800
2012-06-25,12502.6600
2012-06-26,12534.6700
2012-06-27,12627.0100
2012-06-28,12602.2600
2012-06-29,12880.0900
2012-07-02,12871.3900
2012-07-03,12943.6600
2012-07-05,12896.6700
2012-07-06,12772.4700
2012-07-09,12736.2900
2012-07-10,12653.1200
2012-07-11,12604.5300
2012-07-12,12573.2700
2012-07-13,12777.0900
2012-07-16,12727.2100
2012-07-17,12805.5400
2012-07-18,12908.7000
2012-07-19,12943.3600
2012-07-20,12822.5700
2012-07-23,12721.4600
2012-07-24,12617.3200
2012-07-25,12676.0500
2012-07-26,12887.9300
2012-07-27,13075.6600
2012-07-30,13073.0100
2012-07-31,13008.6800
2012-08-01,12976.1300
2012-08-02,12878.8800
2012-08-03,13096.1700
2012-08-06,13117.5100
2012-08-07,13168.6000
2012-08-08,13175.6400
2012-08-09,13165.1900
2012-08-10,13207.9500
2012-08-13,13169.4300
2012-08-14,13172.1400
2012-08-15,13164.7800
2012-08-16,13250.1100
2012-08-17,13275.2000
2012-08-20,13271.6400
2012-08-21,13203.5800
2012-08-22,13172.7600
2012-08-23,13057.4600
2012-08-24,13157.9700
2012-08-27,13124.6700
2012-08-28,13102.9900
2012-08-29,13107.4800
2012-08-30,13000.7100
2012-08-31,13090.8400
2012-09-04,13035.9400
2012-09-05,13047.4800
2012-09-06,13292.0000
2012-09-07,13306.6400
2012-09-10,13254.2900
2012-09-11,13323.3600
2012-09-12,13333.3500
2012-09-13,13539.8600
2012-09-14,13593.3700
2012-09-17,13553.1000
2012-09-18,13564.6400
2012-09-19,13577.9600
2012-09-20,13596.9300
2012-09-21,13579.4700
2012-09-24,13558.9200
2012-09-25,13457.5500
2012-09-26,13413.5100
2012-09-27,13485.9700
2012-09-28,13437.1300
2012-10-01,13515.1100
2012-10-02,13482.3600
2012-10-03,13494.6100
2012-10-04,13575.3600
2012-10-05,13610.1500
2012-10-08,13583.6500
2012-10-09,13473.5300
2012-10-10,13344.9700
2012-10-11,13326.3900
2012-10-12,13328.8500
2012-10-15,13424.2300
2012-10-16,13551.7800
2012-10-17,13557.0000
2012-10-18,13548.9400
2012-10-19,13343.5100
2012-10-22,13345.8900
2012-10-23,13102.5300
2012-10-24,13077.3400
2012-10-25,13103.6800
2012-10-26,13107.2100
2012-10-29,13107.2100
2012-10-30,13107.2100
2012-10-31,13096.4600
2012-11-01,13232.6200
2012-11-02,13093.1600
2012-11-05,13112.4400
2012-11-06,13245.6800
2012-11-07,12932.7300
2012-11-08,12811.3200
2012-11-09,12815.3900
2012-11-12,12815.0800
2012-11-13,12756.1800
2012-11-14,12570.9500
2012-11-15,12542.3800
2012-11-16,12588.3100
2012-11-19,12795.9600
2012-11-20,12788.5100
2012-11-21,12836.8900
2012-11-23,13009.5300
2012-11-26,12967.3700
2012-11-27,12878.1300
2012-11-28,12985.1100
2012-11-29,13021.8200
2012-11-30,13025.5800
2012-12-03,12965.6000
2012-12-04,12951.7800
2012-12-05,13034.4900
2012-12-06,13074.0400
2012-12-07,13155.1300
2012-12-10,13169.8800
2012-12-11,13248.4400
2012-12-12,13245.4500
2012-12-13,13170.7200
2012-12-14,13135.0100
2012-12-17,13235.3900
2012-12-18,13350.9600
2012-12-19,13251.9700
2012-12-20,13311.7200
2012-12-21,13190.8400
2012-12-24,13138.9300
2012-12-26,13114.5900
2012-12-27,13096.3100
2012-12-28,12938.1100
2012-12-31,13104.1400
2013-01-02,13412.5500
2013-01-03,13391.3600
2013-01-04,13435.2100
2013-01-07,13384.2900
2013-01-08,13328.8500
2013-01-09,13390.5100
2013-01-10,13471.2200
2013-01-11,13488.4300
2013-01-14,13507.3200
2013-01-15,13534.8900
2013-01-16,13511.2300
2013-01-17,13596.0200
2013-01-18,13649.7000
2013-01-22,13712.2100
2013-01-23,13779.3300
2013-01-24,13825.3300
2013-01-25,13895.9800
2013-01-28,13881.9300
2013-01-29,13954.4200
2013-01-30,13910.4200
2013-01-31,13860.5800
2013-02-01,14009.7900
2013-02-04,13880.0800
2013-02-05,13979.3000
2013-02-06,13986.5200
2013-02-07,13944.0500
2013-02-08,13992.9700
2013-02-11,13971.2400
2013-02-12,14018.7000
2013-02-13,13982.9100
2013-02-14,13973.3900
2013-02-15,13981.7600
2013-02-19,14035.6700
2013-02-20,13927.5400
2013-02-21,13880.6200
2013-02-22,14000.5700
2013-02-25,13784.1700
2013-02-26,13900.1300
2013-02-27,14075.3700
2013-02-28,14054.4900
2013-03-01,14089.6600
2013-03-04,14127.8200
2013-03-05,14253.7700
2013-03-06,14296.2400
2013-03-07,14329.4900
2013-03-08,14397.0700
2013-03-11,14447.2900
2013-03-12,14450.0600
2013-03-13,14455.2800
2013-03-14,14539.1400
2013-03-15,14514.1100
2013-03-18,14452.0600
2013-03-19,14455.8200
2013-03-20,14511.7300
2013-03-21,14421.4900
2013-03-22,14512.0300
2013-03-25,14447.7500
2013-03-26,14559.6500
2013-03-27,14526.1600
2013-03-28,14578.5400
2013-04-01,14572.8500
2013-04-02,14662.0100
2013-04-03,14550.3500
2013-04-04,14606.1100
2013-04-05,14565.2500
2013-04-08,14613.4800
2013-04-09,14673.4600
2013-04-10,14802.2400
2013-04-11,14865.1400
2013-04-12,14865.0600
2013-04-15,14599.2000
2013-04-16,14756.7800
2013-04-17,14618.5900
2013-04-18,14537.1400
2013-04-19,14547.5100
2013-04-22,14567.1700
2013-04-23,14719.4600
2013-04-24,14676.3000
2013-04-25,14700.8000
2013-04-26,14712.5500
2013-04-29,14818.7500
2013-04-30,14839.8000
2013-05-01,14700.9500
2013-05-02,14831.5800
2013-05-03,14973.9600
2013-05-06,14968.8900
2013-05-07,15056.2000
2013-05-08,15105.1200
2013-05-09,15082.6200
2013-05-10,15118.4900
2013-05-13,15091.6800
2013-05-14,15215.2500
2013-05-15,15275.6900
2013-05-16,15233.2200
2013-05-17,15354.4000
2013-05-20,15335.2800
2013-05-21,15387.5800
2013-05-22,15307.1700
2013-05-23,15294.5000
2013-05-24,15303.1000
2013-05-28,15409.3900
2013-05-29,15302.8000
2013-05-30,15324.5300
2013-05-31,15115.5700
2013-06-03,15254.0300
2013-06-04,15177.5400
2013-06-05,14960.5900
2013-06-06,15040.6200
2013-06-07,15248.1200
2013-06-10,15238.5900
2013-06-11,15122.0200
2013-06-12,14995.2300
2013-06-13,15176.0800
2013-06-14,15070.1800
2013-06-17,15179.8500
2013-06-18,15318.2300
2013-06-19,15112.1900
2013-06-20,14758.3200
2013-06-21,14799.4000
2013-06-24,14659.5600
2013-06-25,14760.3100
2013-06-26,14910.1400
2013-06-27,15024.4900
2013-06-28,14909.6000
2013-07-01,14974.9600
2013-07-02,14932.4100
2013-07-03,14988.3700
2013-07-05,15135.8400
2013-07-08,15224.6900
2013-07-09,15300.3400
2013-07-10,15291.6600
2013-07-11,15460.9200
2013-07-12,15464.3000
2013-07-15,15484.2600
2013-07-16,15451.8500
2013-07-17,15470.5200
2013-07-18,15548.5400
2013-07-19,15543.7400
2013-07-22,15545.5500
2013-07-23,15567.7400
2013-07-24,15542.2400
2013-07-25,15555.6100
2013-07-26,15558.8300
2013-07-29,15521.9700
2013-07-30,15520.5900
2013-07-31,15499.5400
2013-08-01,15628.0200
2013-08-02,15658.3600
2013-08-05,15612.1300
2013-08-06,15518.7400
2013-08-07,15470.6700
2013-08-08,15498.3200
2013-08-09,15425.5100
2013-08-12,15419.6800
2013-08-13,15451.0100
2013-08-14,15337.6600
2013-08-15,15112.1900
2013-08-16,15081.4700
2013-08-19,15010.7400
2013-08-20,15002.9900
2013-08-21,14897.5500
2013-08-22,14963.7400
2013-08-23,15010.5100
2013-08-26,14946.4600
2013-08-27,14776.1300
2013-08-28,14824.5100
2013-08-29,14840.9500
2013-08-30,14810.3100
2013-09-03,14833.9600
2013-09-04,14930.8700
2013-09-05,14937.4800
2013-09-06,14922.5000
2013-09-09,15063.1200
2013-09-10,15191.0600
2013-09-11,15326.6000
2013-09-12,15300.6400
2013-09-13,15376.0600
2013-09-16,15494.7800
2013-09-17,15529.7300
2013-09-18,15676.9400
2013-09-19,15636.5500
2013-09-20,15451.0900
2013-09-23,15401.3800
2013-09-24,15334.5900
2013-09-25,15273.2600
2013-09-26,15328.3000
2013-09-27,15258.2400
2013-09-30,15129.6700
2013-10-01,15191.7000
2013-10-02,15133.1400
2013-10-03,14996.4800
2013-10-04,15072.5800
2013-10-07,14936.2400
2013-10-08,14776.5300
2013-10-09,14802.9800
2013-10-10,15126.0700
2013-10-11,15237.1100
2013-10-14,15301.2600
2013-10-15,15168.0100
2013-10-16,15373.8300
2013-10-17,15371.6500
2013-10-18,15399.6500
2013-10-21,15392.2000
2013-10-22,15467.6600
2013-10-23,15413.3300
2013-10-24,15509.2100
2013-10-25,15570.2800
2013-10-28,15568.9300
2013-10-29,15680.3500
2013-10-30,15618.7600
2013-10-31,15545.7500
2013-11-01,15615.5500
2013-11-04,15639.1200
2013-11-05,15618.2200
2013-11-06,15746.8800
2013-11-07,15593.9800
2013-11-08,15761.7800
2013-11-11,15783.1000
2013-11-12,15750.6700
2013-11-13,15821.6300
2013-11-14,15876.2200
2013-11-15,15961.7000
2013-11-18,15976.0200
2013-11-19,15967.0300
2013-11-20,15900.8200
2013-11-21,16009.9900
2013-11-22,16064.7700
2013-11-25,16072.5400
2013-11-26,16072.8000
2013-11-27,16097.3300
2013-11-29,16086.4100
2013-12-02,16008.7700
2013-12-03,15914.6200
2013-12-04,15889.7700
2013-12-05,15821.5100
2013-12-06,16020.2000
2013-12-09,16025.5300
2013-12-10,15973.1300
2013-12-11,15843.5300
2013-12-12,15739.4300
2013-12-13,15755.3600
2013-12-16,15884.5700
2013-12-17,15875.2600
2013-12-18,16167.9700
2013-12-19,16179.0800
2013-12-20,16221.1400
2013-12-23,16294.6100
2013-12-24,16357.5500
2013-12-26,16479.8800
2013-12-27,16478.4100
2013-12-30,16504.2900
2013-12-31,16576.6600
2014-01-02,16441.3500
2014-01-03,16469.9900
2014-01-06,16425.1000
2014-01-07,16530.9400
2014-01-08,16462.7400
2014-01-09,16444.7600
2014-01-10,16437.0500
2014-01-13,16257.9400
2014-01-14,16373.8600
2014-01-15,16481.9400
2014-01-16,16417.0100
2014-01-17,16458.5600
2014-01-21,16414.4400
2014-01-22,16373.3400
2014-01-23,16197.3500
2014-01-24,15879.1100
2014-01-27,15837.8800
2014-01-28,15928.5600
2014-01-29,15738.7900
2014-01-30,15848.6100
2014-01-31,15698.8500
2014-02-03,15372.8000
2014-02-04,15445.2400
2014-02-05,15440.2300
2014-02-06,15628.5300
2014-02-07,15794.0800
2014-02-10,15801.7900
2014-02-11,15994.7700
2014-02-12,15963.9400
2014-02-13,16027.5900
2014-02-14,16154.3900
2014-02-18,16130.4000
2014-02-19,16040.5600
2014-02-20,16133.2300
2014-02-21,16103.3000
2014-02-24,16207.1400
2014-02-25,16179.6600
2014-02-26,16198.4100
2014-02-27,16272.6500
2014-02-28,16321.7100
2014-03-03,16168.0300
2014-03-04,16395.8800
2014-03-05,16360.1800
2014-03-06,16421.8900
2014-03-07,16452.7200
2014-03-10,16418.6800
2014-03-11,16351.2500
2014-03-12,16340.0800
2014-03-13,16108.8900
2014-03-14,16065.6700
2014-03-17,16247.2200
2014-03-18,16336.1900
2014-03-19,16222.1700
2014-03-20,16331.0500
2014-03-21,16302.7700
2014-03-24,16276.6900
2014-03-25,16367.8800
2014-03-26,16268.9900
2014-03-27,16264.2300
2014-03-28,16323.0600
2014-03-31,16457.6600
2014-04-01,16532.6100
2014-04-02,16573.0000
2014-04-03,16572.5500
2014-04-04,16412.7100
2014-04-07,16245.8700
2014-04-08,16256.1400
2014-04-09,16437.1800
2014-04-10,16170.2200
2014-04-11,16026.7500
2014-04-14,16173.2400
2014-04-15,16262.5600
2014-04-16,16424.8500
2014-04-17,16408.5400
2014-04-21,16449.2500
2014-04-22,16514.3700
2014-04-23,16501.6500
2014-04-24,16501.6500
2014-04-25,16361.4600
2014-04-28,16448.7400
2014-04-29,16535.3700
2014-04-30,16580.8400
2014-05-01,16558.8700
2014-05-02,16512.8900
2014-05-05,16530.5500
2014-05-06,16401.0200
2014-05-07,16518.5400
2014-05-08,16550.9700
2014-05-09,16583.3400
2014-05-12,16695.4700
2014-05-13,16715.4400
2014-05-14,16613.9700
2014-05-15,16446.8100
2014-05-16,16491.3100
2014-05-19,16511.8600
2014-05-20,16374.3100
2014-05-21,16533.0600
2014-05-22,16543.0800
2014-05-23,16606.2700
2014-05-27,16675.5000
2014-05-28,16633.1800
2014-05-29,16698.7400
2014-05-30,16717.1700
2014-06-02,16743.6300
2014-06-03,16722.3400
2014-06-04,16737.5300
2014-06-05,16836.1100
2014-06-06,16924.2800
2014-06-09,16943.1000
2014-06-10,16945.9200
2014-06-11,16843.8800
2014-06-12,16734.1900
2014-06-13,16775.7400
2014-06-16,16781.0100
2014-06-17,16808.4900
2014-06-18,16906.6200
2014-06-19,16921.4600
2014-06-20,16947.0800
2014-06-23,16937.2600
2014-06-24,16818.1300
2014-06-25,16867.5100
2014-06-26,16846.1300
2014-06-27,16851.8400
2014-06-30,16826.6000
2014-07-01,16956.0700
2014-07-02,16976.2400
2014-07-03,17068.2600
2014-07-07,17024.2100
2014-07-08,16906.6200
2014-07-09,16985.6100
2014-07-10,16915.0700
2014-07-11,16943.8100
2014-07-14,17055.4200
2014-07-15,17060.6800
2014-07-16,17138.2000
2014-07-17,16976.8100
2014-07-18,17100.1800
2014-07-21,17051.7300
2014-07-22,17113.5400
2014-07-23,17086.6300
2014-07-24,17083.8000
2014-07-25,16960.5700
2014-07-28,16982.5900
2014-07-29,16912.1100
2014-07-30,16880.3600
2014-07-31,16563.3000
2014-08-01,16493.3700
2014-08-04,16569.2800
2014-08-05,16429.4700
2014-08-06,16443.3400
2014-08-07,16368.2700
2014-08-08,16553.9300
2014-08-11,16569.9800
2014-08-12,16560.5400
2014-08-13,16651.8000
2014-08-14,16713.5800
2014-08-15,16662.9100
2014-08-18,16838.7400
2014-08-19,16919.5900
2014-08-20,16979.1300
2014-08-21,17039.4900
2014-08-22,17001.2200
2014-08-25,17076.8700
2014-08-26,17106.7000
2014-08-27,17122.0100
2014-08-28,17079.5700
2014-08-29,17098.4500
2014-09-02,17067.5600
2014-09-03,17078.2800
2014-09-04,17069.5800
2014-09-05,17137.3600
2014-09-08,17111.4200
2014-09-09,17013.8700
2014-09-10,17068.7100
2014-09-11,17049.0000
2014-09-12,16987.5100
2014-09-15,17031.1400
2014-09-16,17131.9700
2014-09-17,17156.8500
2014-09-18,17265.9900
2014-09-19,17279.7400
2014-09-22,17172.6800
2014-09-23,17055.8700
2014-09-24,17210.0600
2014-09-25,16945.8000
2014-09-26,17113.1500
2014-09-29,17071.2200
2014-09-30,17042.9000
2014-10-01,16804.7100
2014-10-02,16801.0500
2014-10-03,17009.6900
2014-10-06,16991.9100
2014-10-07,16719.3900
2014-10-08,16994.2200
2014-10-09,16659.2500
2014-10-10,16544.1000
2014-10-13,16321.0700
2014-10-14,16315.1900
2014-10-15,16141.7400
2014-10-16,16117.2400
2014-10-17,16380.4100
2014-10-20,16399.6700
2014-10-21,16614.8100
2014-10-22,16461.3200
2014-10-23,16677.9000
2014-10-24,16805.4100
2014-10-27,16817.9400
2014-10-28,17005.7500
2014-10-29,16974.3100
2014-10-30,17195.4200
2014-10-31,17390.5200
2014-11-03,17366.2400
2014-11-04,17383.8400
2014-11-05,17484.5300
2014-11-06,17554.4700
2014-11-07,17573.9300
2014-11-10,17613.7400
2014-11-11,17614.9000
2014-11-12,17612.2000
2014-11-13,17652.7900
2014-11-14,17634.7400
2014-11-17,17647.7500
2014-11-18,17687.8200
2014-11-19,17685.7300
2014-11-20,17719.0000
2014-11-21,17810.0600
2014-11-24,17817.9000
2014-11-25,17814.9400
2014-11-26,17827.7500
2014-11-28,17828.2400
2014-12-01,17776.8000
2014-12-02,17879.5500
2014-12-03,17912.6200
2014-12-04,17900.1000
2014-12-05,17958.7900
2014-12-08,17852.4800
2014-12-09,17801.2000
2014-12-10,17533.1500
2014-12-11,17596.3400
2014-12-12,17280.8300
2014-12-15,17180.8400
2014-12-16,17068.8700
2014-12-17,17356.8700
2014-12-18,17778.1500
2014-12-19,17804.8000
2014-12-22,17959.4400
2014-12-23,18024.1700
2014-12-24,18030.2100
2014-12-26,18053.7100
2014-12-29,18038.2300
2014-12-30,17983.0700
2014-12-31,17823.0700
2015-01-02,17832.9900
2015-01-05,17501.6500
2015-01-06,17371.6400
2015-01-07,17584.5200
2015-01-08,17907.8700
2015-01-09,17737.3700
2015-01-12,17640.8400
2015-01-13,17613.6800
2015-01-14,17427.0900
2015-01-15,17320.7100
2015-01-16,17511.5700
2015-01-20,17515.2300
2015-01-21,17554.2800
2015-01-22,17813.9800
2015-01-23,17672.6000
2015-01-26,17678.7000
2015-01-27,17387.2100
2015-01-28,17191.3700
2015-01-29,17416.8500
2015-01-30,17164.9500
2015-02-02,17361.0400
2015-02-03,17666.4000
2015-02-04,17673.0200
2015-02-05,17884.8800
2015-02-06,17824.2900
2015-02-09,17729.2100
2015-02-10,17868.7600
2015-02-11,17862.1400
2015-02-12,17972.3800
2015-02-13,18019.3500
2015-02-17,18047.5800
2015-02-18,18029.8500
2015-02-19,17985.7700
2015-02-20,18140.4400
2015-02-23,18116.8400
2015-02-24,18209.1900
2015-02-25,18224.5700
2015-02-26,18214.4200
2015-02-27,18132.7000
2015-03-02,18288.6300
2015-03-03,18203.3700
2015-03-04,18096.9000
2015-03-05,18135.7200
2015-03-06,17856.7800
2015-03-09,17995.7200
2015-03-10,17662.9400
2015-03-11,17635.3900
2015-03-12,17895.2200
2015-03-13,17749.3100
2015-03-16,17977.4200
2015-03-17,17849.0800
2015-03-18,18076.1900
2015-03-19,17959.0300
